disciplina;quantidade de turmas;total de vagas;qtdade. de solicitações;qtdade. de matrículas deferidas;qtdade. de matrículas indeferidas
BHO0101-15;2;180;109;169;0
NHZ4029-15;2;80;15;16;0
BIK0102-15;36;1620;118;149;0
BIL0304-15;32;1504;56;57;7
BCN0407-15;24;1560;1713;1553;46
BHO0001-19;4;360;88;10;79
BHQ0001-15;4;360;61;10;51
BHQ0003-15;4;360;36;30;7
BHP0202-19;8;400;91;88;7
BIS0005-15;44;2244;319;411;0
BCL0306-15;10;450;484;512;0
BIN0406-15;8;480;605;520;32
BHQ0004-19;4;380;455;380;75
BHO1102-19;4;380;569;380;189
BHO0002-19;2;180;247;180;67
NHI5001-15;6;240;52;30;22
NHZ2099-16;6;240;23;30;0
NHI5015-15;6;180;402;180;222
NHI5002-15;6;240;288;238;47
BHQ0002-15;4;285;283;296;0
BCJ0204-15;16;640;640;653;39
BHS0002-17;2;80;54;72;0
LIE0001-19;2;80;77;80;0
MCTB001-17;4;240;382;260;18
BHO0102-15;5;430;537;431;108
BCJ0203-15;32;1392;1602;1607;48
BCS0002-15;6;240;360;240;58
BCK0103-15;8;400;546;547;1
BHS0005-19;2;90;197;90;107
NHI5011-13;5;190;116;189;0
NHZ5016-15;1;35;40;35;5
NHZ4078-20;1;35;15;34;0
NHZ4081-20;2;70;107;70;37
ESZI002-17;1;60;11;12;0
ESZI003-17;1;60;10;34;0
ESZI031-17;1;60;55;60;0
ESZI026-17;1;60;1;0;1
ESZI043-17;1;30;56;40;16
ESZI014-17;1;60;52;60;0
NHZ1096-19;1;30;3;9;0
NHZ2018-11;1;40;3;5;0
ESTG009-17;1;81;115;81;34
ESTG017-17;1;62;100;62;39
ESTG014-17;1;81;108;82;28
ESZG036-17;2;124;265;126;145
ESZG018-17;1;62;96;62;34
ESZG032-17;2;125;156;125;32
ESZG013-17;2;125;193;125;68
ESZG031-17;2;126;162;129;39
ESHT007-17;1;30;21;30;0
ESZM009-17;1;30;11;19;0
ESZM013-17;1;30;62;45;17
ESZM025-17;1;30;35;35;0
ESZM031-17;1;30;48;48;0
ESZM022-17;1;30;8;8;0
ESZM007-17;1;30;8;11;0
ESZM021-17;1;30;8;15;0
ESZM023-17;1;30;3;4;0
ESZM039-17;1;30;11;16;0
ESZM032-17;1;30;40;40;0
ESZM040-17;1;30;29;28;0
ESZM027-17;1;30;29;30;0
ESZM028-17;1;30;22;28;0
ESZM034-17;1;30;40;40;0
ESTM004-17;2;60;43;56;0
ESTM014-17;1;30;12;22;0
ESTM019-17;2;60;39;55;0
ESTM018-17;1;30;32;32;0
ESTM005-17;1;30;23;30;0
ESTM009-17;2;60;80;80;0
ESTM003-17;2;60;60;57;12
ESTM010-17;2;60;20;26;0
ESTM016-17;3;90;46;54;0
ESTM008-17;2;60;69;72;0
ESZA013-17;1;30;37;37;0
ESZA023-17;1;30;48;30;18
ESZA017-17;1;30;67;45;22
ESZA007-17;1;31;6;0;6
ESZA018-17;2;61;63;66;0
ESZA005-17;1;30;66;30;36
NHT1071-15;1;30;84;45;39
NHZ1091-19;1;30;19;30;0
ESZT014-17;1;40;50;50;0
ESZT009-17;1;40;21;35;0
ESTB025-17;1;20;61;20;41
ESTB021-17;2;80;65;80;0
NHZ1009-15;2;70;111;111;0
ESZB037-17;1;30;37;37;0
MCTC014-13;1;45;141;45;96
MCTD021-18;1;45;17;31;0
MCZD006-18;1;45;34;45;0
ESZP034-14;1;80;94;80;14
MCTD023-18;1;45;23;28;0
MCZC013-15;2;90;133;90;43
MCZC001-15;2;90;105;100;9
NHT4015-15;1;10;19;10;9
ESTO015-17;1;60;116;60;56
NHZ2055-11;1;45;8;20;0
ESZS021-17;1;40;8;0;8
ESZS032-17;1;40;47;50;0
ESZS010-17;1;40;7;0;7
ESZS029-17;1;40;18;30;0
ESZS004-17;1;40;55;44;10
ESTS019-17;1;40;50;50;0
ESTS011-17;1;40;60;60;0
NHZ3008-15;1;30;22;30;0
NHZ5017-15;1;30;8;30;0
MCTB023-17;2;120;69;80;0
MCTB022-17;1;60;36;50;0
MCTB002-13;1;60;23;31;0
MCTB026-17;1;60;25;26;0
MCTB007-17;1;60;21;31;0
MCTB017-13;1;60;18;16;0
MCTB011-17;1;60;21;24;0
MCZB018-13;1;60;28;60;0
MCTD010-13;1;60;39;60;0
ESZS001-17;1;40;54;40;14
ESZS028-17;1;40;52;52;0
ESZE052-17;1;50;49;50;0
ESZE065-17;1;50;19;33;0
ESZE044-17;1;50;13;23;0
ESZE099-17;1;50;8;15;0
ESZE104-17;1;50;77;50;27
ESZE078-17;1;50;75;75;0
ESZE038-17;1;50;10;21;0
ESZE076-17;1;50;4;7;0
ESZE081-17;1;50;6;8;0
ESZE010-17;1;50;20;33;0
ESZE073-17;1;50;9;17;0
ESTE031-17;1;50;45;50;0
BHO1335-15;2;180;153;181;3
MCZA010-13;1;60;78;75;3
MCZA017-13;1;60;83;78;8
MCZA023-17;1;60;60;74;0
MCZA002-17;1;60;101;75;26
MCZA048-17;1;60;7;0;7
MCZA006-17;1;60;111;75;36
NHZ2068-18;1;45;2;6;0
NHZ2069-18;1;45;7;11;0
NHH2032-18;2;80;25;53;0
NHZ2107-18;2;80;4;11;0
NHZ2106-18;2;80;23;63;0
NHH2065-18;2;80;16;19;0
ESZU020-17;2;60;47;64;0
ESZU018-17;1;30;34;34;0
ESZU028-17;1;30;29;30;0
ESZU029-17;1;30;57;40;27
NHT3066-15;2;60;28;30;0
NHT3069-15;2;60;29;25;0
NHT3070-15;2;60;32;38;0
NHT3027-15;2;30;32;32;0
NHT3065-15;2;30;26;29;0
NHT3064-15;2;60;53;58;0
NHT3054-15;2;60;24;37;0
NHT3036-15;1;30;22;21;0
NHZ3077-15;1;30;9;8;0
NHZ3082-15;1;15;4;7;0
NHZ3002-15;1;30;3;4;0
NHZ3080-15;2;30;35;35;0
NHT4058-15;2;80;50;54;0
NHZ4061-15;2;80;31;37;0
NHT4057-15;2;80;41;42;0
NHZ4062-15;1;40;113;40;74
NHT4025-15;1;40;12;22;0
NHT4024-15;2;80;26;34;0
NHT4055-15;2;80;27;38;0
NHT3049-15;2;80;36;61;0
NHT4017-15;2;80;45;68;0
NHZ2108-18;2;90;23;31;0
NHZ2128-18;1;45;16;36;0
BHP0001-15;2;180;130;180;0
