disciplina;quantidade de turmas;total de vagas;qtdade. de solicitações;qtdade. de matrículas deferidas;qtdade. de matrículas indeferidas
ESZE077-17;1;50;35;40;0
ESZE074-17;1;50;13;19;0
ESZE006-17;1;50;45;50;0
ESTE021-17;1;50;105;50;1
ESTE023-17;1;50;51;51;1
ESZG017-17;1;90;166;90;76
ESZG036-17;2;126;253;126;127
ESTG001-17;2;154;218;154;64
ESTG002-17;1;63;92;63;29
ESTG003-17;1;63;156;63;93
ESTG004-17;1;90;112;90;22
ESZG013-17;1;63;130;63;67
ESTG005-17;2;152;192;152;45
ESZG031-17;2;125;160;125;35
ESTG007-17;1;90;63;90;0
ESZG018-17;1;63;68;63;5
ESZG041-17;2;125;139;125;14
ESTG023-17;1;90;180;90;91
ESTG013-17;1;63;175;63;112
ESTG014-17;1;90;105;90;15
ESTG025-17;1;62;90;62;28
ESTG016-17;1;63;99;63;36
ESTG021-17;1;63;128;63;65
ESTG022-17;2;62;103;62;41
ESTG024-17;3;216;246;216;31
ESTG020-17;2;62;116;62;54
ESTI015-17;2;120;56;73;0
ESTA007-17;6;242;80;102;1
ESTI002-17;3;180;67;116;0
ESZI034-17;1;60;107;60;47
ESZI032-17;1;60;4;12;0
ESTI006-17;4;244;124;152;0
ESZI016-17;1;60;27;40;0
ESZI040-17;1;60;10;17;0
ESTI020-17;2;120;71;98;0
ESTA011-17;2;62;36;61;0
ESZA007-17;1;30;6;24;0
ESTA018-17;2;125;63;85;0
ESTA006-17;3;92;36;50;0
ESTA013-17;3;68;49;44;16
ESTA021-17;1;62;97;62;35
ESZA023-17;1;31;47;31;16
ESTA023-17;4;177;66;107;0
ESTA017-17;1;30;45;44;0
ESZA017-17;1;30;70;45;26
ESZA016-17;2;60;40;43;0
ESZA005-17;1;30;69;30;39
ESTA019-17;4;123;97;126;0
ESTA010-17;1;30;23;27;0
ESTA014-17;4;128;76;136;0
ESTA008-17;3;93;74;92;0
ESTM014-17;1;30;27;30;0
ESTM004-17;1;30;50;40;10
ESZM034-17;1;30;23;30;0
ESZM038-17;1;30;38;35;0
ESZM024-17;1;30;55;45;10
ESZM014-17;1;30;54;54;0
ESTM017-17;2;60;40;48;0
ESTM005-17;2;60;33;46;0
ESZM030-17;1;30;49;49;0
ESTM006-17;2;60;30;38;0
ESZM039-17;1;30;51;51;0
ESZM040-17;1;30;55;55;0
ESZM041-17;1;30;8;12;0
ESTM019-17;1;30;33;31;0
ESTM010-17;1;30;17;20;0
ESTM016-17;1;30;36;35;0
ESZM033-17;1;30;37;30;7
ESTM013-17;2;60;63;69;0
ESTM018-17;2;60;40;45;0
ESTO001-17;6;270;316;304;14
ESTO013-17;7;420;530;530;73
ESTO902-17;4;120;287;176;0
ESTO903-17;4;120;208;183;25
ESTO016-17;7;315;337;350;31
ESTO011-17;9;360;346;369;13
ESTO004-17;3;135;204;136;0
ESTO005-17;9;540;260;431;0
ESTO006-17;7;315;274;339;0
ESTO008-17;8;480;534;542;12
ESTO017-17;4;120;281;120;161
ESTO012-17;10;600;580;610;13
NHZ1094-19;2;60;59;61;0
NHT1083-16;2;60;37;56;0
NHI5015-15;3;90;225;90;135
NHZ5023-18;6;240;115;217;0
NHZ5019-15;4;170;179;188;0
BIK0102-15;4;160;211;211;1
BIL0304-15;4;160;177;178;1
NHZ2091-16;1;40;19;40;0
NHZ2095-16;1;40;3;15;0
NHH2023-16;2;80;18;33;0
NHH2090-16;2;80;19;28;0
NHI5002-15;4;160;117;163;0
NHT5004-15;4;160;116;121;4
NHZ3084-15;1;40;20;32;0
NHT3095-15;1;30;9;12;0
NHT3055-13;1;30;17;21;0
MCTD024-18;2;90;38;90;0
MCZD002-18;1;45;21;45;0
MCTD021-18;2;90;18;41;0
MCZD004-18;1;45;5;24;0
MCTD017-18;2;60;15;19;0
MCZD010-18;1;45;11;17;0
NHZ2093-16;1;30;57;57;0
NHZ4077-20;1;30;52;52;0
NHT4073-15;2;80;28;41;0
NHT4030-19;2;50;28;35;0
NHZ4074-15;1;30;6;14;0
